id,title,publisher,edition,format,availability,url,download_url,local_path,sha256,retrieved_at,rights_url,rights_notes,whitepaper_ref,notes
energy-balance-2001,総合エネルギー統計 2001年度 簡易表,資源エネルギー庁（e-Stat掲載）,2001年度・2026-04-14改訂,xlsx,downloaded,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040189537&fileKind=0,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040189537&fileKind=0,raw/energy/energy-balance-2001-simple.xlsx,fa817da3929bd5d995eefdf8fdfd24ed5274d282f459a8e4e3aa8e38f17c835d,2026-09-22T09:55:21.646711+00:00,https://www.e-stat.go.jp/terms-of-use,e-Stat利用規約および提供元の利用条件に従う。出典・加工の明示が必要。,エネルギー動向2025年6月版 第1章 国内エネルギー動向。2026年4月14日改訂系列は白書掲載時点と異なる。,年度は4月〜翌年3月。エネルギー単位表は高位発熱量・TJ。低位発熱量のIEA準拠自給率と異なる。
energy-balance-2000,総合エネルギー統計 2000年度 簡易表,資源エネルギー庁（e-Stat掲載）,2000年度・2026-04-14改訂,xlsx,downloaded,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040189539&fileKind=0,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040189539&fileKind=0,raw/energy/energy-balance-2000-simple.xlsx,8ae5e60815f9e09aa902cf85cbb12e15004251924328105e966aefe026e24202,2026-09-22T09:55:21.665892+00:00,https://www.e-stat.go.jp/terms-of-use,e-Stat利用規約および提供元の利用条件に従う。出典・加工の明示が必要。,エネルギー動向2025年6月版 第1章 国内エネルギー動向。2026年4月14日改訂系列は白書掲載時点と異なる。,年度は4月〜翌年3月。エネルギー単位表は高位発熱量・TJ。低位発熱量のIEA準拠自給率と異なる。
energy-balance-1999,総合エネルギー統計 1999年度 簡易表,資源エネルギー庁（e-Stat掲載）,1999年度・2026-04-14改訂,xlsx,downloaded,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040189621&fileKind=0,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040189621&fileKind=0,raw/energy/energy-balance-1999-simple.xlsx,1a546a66545cfb9f7a3fe71a234a66289ad62019a0892f52d2b794ac5a4eea77,2026-09-22T09:55:21.945067+00:00,https://www.e-stat.go.jp/terms-of-use,e-Stat利用規約および提供元の利用条件に従う。出典・加工の明示が必要。,エネルギー動向2025年6月版 第1章 国内エネルギー動向。2026年4月14日改訂系列は白書掲載時点と異なる。,年度は4月〜翌年3月。エネルギー単位表は高位発熱量・TJ。低位発熱量のIEA準拠自給率と異なる。
energy-balance-1998,総合エネルギー統計 1998年度 簡易表,資源エネルギー庁（e-Stat掲載）,1998年度・2026-04-14改訂,xlsx,downloaded,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040189623&fileKind=0,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040189623&fileKind=0,raw/energy/energy-balance-1998-simple.xlsx,88ec0d73a85b5a5ed20de3fc9014c4895e61ef5e9a58a75c7e074f6e345a399f,2026-09-22T09:55:22.078361+00:00,https://www.e-stat.go.jp/terms-of-use,e-Stat利用規約および提供元の利用条件に従う。出典・加工の明示が必要。,エネルギー動向2025年6月版 第1章 国内エネルギー動向。2026年4月14日改訂系列は白書掲載時点と異なる。,年度は4月〜翌年3月。エネルギー単位表は高位発熱量・TJ。低位発熱量のIEA準拠自給率と異なる。
energy-balance-1997,総合エネルギー統計 1997年度 簡易表,資源エネルギー庁（e-Stat掲載）,1997年度・2026-04-14改訂,xlsx,downloaded,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040189625&fileKind=0,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040189625&fileKind=0,raw/energy/energy-balance-1997-simple.xlsx,ff7945f1fbda575d5cbba5359b692901800560cf2c615ccebdee176dc8ca48bf,2026-09-22T09:55:22.106156+00:00,https://www.e-stat.go.jp/terms-of-use,e-Stat利用規約および提供元の利用条件に従う。出典・加工の明示が必要。,エネルギー動向2025年6月版 第1章 国内エネルギー動向。2026年4月14日改訂系列は白書掲載時点と異なる。,年度は4月〜翌年3月。エネルギー単位表は高位発熱量・TJ。低位発熱量のIEA準拠自給率と異なる。
energy-balance-1996,総合エネルギー統計 1996年度 簡易表,資源エネルギー庁（e-Stat掲載）,1996年度・2026-04-14改訂,xlsx,downloaded,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040189627&fileKind=0,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040189627&fileKind=0,raw/energy/energy-balance-1996-simple.xlsx,991fcfc219d7583fd88ec3ebbe412f93e38b87db5cc199e63061fa53bacf4950,2026-09-22T09:55:22.096052+00:00,https://www.e-stat.go.jp/terms-of-use,e-Stat利用規約および提供元の利用条件に従う。出典・加工の明示が必要。,エネルギー動向2025年6月版 第1章 国内エネルギー動向。2026年4月14日改訂系列は白書掲載時点と異なる。,年度は4月〜翌年3月。エネルギー単位表は高位発熱量・TJ。低位発熱量のIEA準拠自給率と異なる。
energy-balance-1995,総合エネルギー統計 1995年度 簡易表,資源エネルギー庁（e-Stat掲載）,1995年度・2026-04-14改訂,xlsx,downloaded,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040189630&fileKind=0,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040189630&fileKind=0,raw/energy/energy-balance-1995-simple.xlsx,d2510f4a816029b3743bb36ac6b5f7dbbeca3edc7982c332de91685c980082ab,2026-09-22T09:55:22.883470+00:00,https://www.e-stat.go.jp/terms-of-use,e-Stat利用規約および提供元の利用条件に従う。出典・加工の明示が必要。,エネルギー動向2025年6月版 第1章 国内エネルギー動向。2026年4月14日改訂系列は白書掲載時点と異なる。,年度は4月〜翌年3月。エネルギー単位表は高位発熱量・TJ。低位発熱量のIEA準拠自給率と異なる。 e-Statの一覧名は簡易表だが実ファイルは詳細表（表内確認済）。名称不整合を保持し、正規化は明示的な行・列コードで処理。
energy-balance-1994,総合エネルギー統計 1994年度 簡易表,資源エネルギー庁（e-Stat掲載）,1994年度・2026-04-14改訂,xlsx,downloaded,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040189632&fileKind=0,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040189632&fileKind=0,raw/energy/energy-balance-1994-simple.xlsx,3217bbc285c28d78b3d79935f84ba87f4720670e130b479acc2117b78c7387f0,2026-09-22T09:55:23.210665+00:00,https://www.e-stat.go.jp/terms-of-use,e-Stat利用規約および提供元の利用条件に従う。出典・加工の明示が必要。,エネルギー動向2025年6月版 第1章 国内エネルギー動向。2026年4月14日改訂系列は白書掲載時点と異なる。,年度は4月〜翌年3月。エネルギー単位表は高位発熱量・TJ。低位発熱量のIEA準拠自給率と異なる。 e-Statの一覧名は簡易表だが実ファイルは詳細表（表内確認済）。名称不整合を保持し、正規化は明示的な行・列コードで処理。
energy-balance-1993,総合エネルギー統計 1993年度 簡易表,資源エネルギー庁（e-Stat掲載）,1993年度・2026-04-14改訂,xlsx,downloaded,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040190722&fileKind=0,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040190722&fileKind=0,raw/energy/energy-balance-1993-simple.xlsx,67bc3c6c905b9e358b3d9d5705b34a77e5652499648c3e458354bd311ae92f97,2026-09-22T09:55:22.648362+00:00,https://www.e-stat.go.jp/terms-of-use,e-Stat利用規約および提供元の利用条件に従う。出典・加工の明示が必要。,エネルギー動向2025年6月版 第1章 国内エネルギー動向。2026年4月14日改訂系列は白書掲載時点と異なる。,年度は4月〜翌年3月。エネルギー単位表は高位発熱量・TJ。低位発熱量のIEA準拠自給率と異なる。
energy-balance-1992,総合エネルギー統計 1992年度 簡易表,資源エネルギー庁（e-Stat掲載）,1992年度・2026-04-14改訂,xlsx,downloaded,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040190724&fileKind=0,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040190724&fileKind=0,raw/energy/energy-balance-1992-simple.xlsx,e09a0ae263f84e29601ed0c1f9aa6396626a1fae66ada455e59875a231c34b6c,2026-09-22T09:55:22.649046+00:00,https://www.e-stat.go.jp/terms-of-use,e-Stat利用規約および提供元の利用条件に従う。出典・加工の明示が必要。,エネルギー動向2025年6月版 第1章 国内エネルギー動向。2026年4月14日改訂系列は白書掲載時点と異なる。,年度は4月〜翌年3月。エネルギー単位表は高位発熱量・TJ。低位発熱量のIEA準拠自給率と異なる。
energy-balance-1991,総合エネルギー統計 1991年度 簡易表,資源エネルギー庁（e-Stat掲載）,1991年度・2026-04-14改訂,xlsx,downloaded,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040190726&fileKind=0,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040190726&fileKind=0,raw/energy/energy-balance-1991-simple.xlsx,b6e14dd390ab21d484e2fe956b77555a45eb5868f87023ae6caa91f8cf41e822,2026-09-22T09:55:23.262329+00:00,https://www.e-stat.go.jp/terms-of-use,e-Stat利用規約および提供元の利用条件に従う。出典・加工の明示が必要。,エネルギー動向2025年6月版 第1章 国内エネルギー動向。2026年4月14日改訂系列は白書掲載時点と異なる。,年度は4月〜翌年3月。エネルギー単位表は高位発熱量・TJ。低位発熱量のIEA準拠自給率と異なる。
energy-balance-1990,総合エネルギー統計 1990年度 簡易表,資源エネルギー庁（e-Stat掲載）,1990年度・2026-04-14改訂,xlsx,downloaded,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040190728&fileKind=0,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040190728&fileKind=0,raw/energy/energy-balance-1990-simple.xlsx,859c44a1cbbfa9a1ec305783534a32a631b7ea4e0338c781638858bb7ce7539c,2026-09-22T09:55:23.145880+00:00,https://www.e-stat.go.jp/terms-of-use,e-Stat利用規約および提供元の利用条件に従う。出典・加工の明示が必要。,エネルギー動向2025年6月版 第1章 国内エネルギー動向。2026年4月14日改訂系列は白書掲載時点と異なる。,年度は4月〜翌年3月。エネルギー単位表は高位発熱量・TJ。低位発熱量のIEA準拠自給率と異なる。
energy-balance-2024-full,総合エネルギー統計 2024年度 本表,資源エネルギー庁（e-Stat掲載）,2024年度・2026-04-14改訂,xlsx,downloaded,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040445051&fileKind=0,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040445051&fileKind=0,raw/energy/energy-balance-2024.xlsx,d05d4aa10581bc4e5a4f000c1257484e9a8241938f5bccbe43937b5a4e0c2980,2026-09-22T09:55:23.262675+00:00,https://www.e-stat.go.jp/terms-of-use,e-Stat利用規約および提供元の利用条件に従う。出典・加工の明示が必要。,エネルギー動向2025年6月版 第1章 国内エネルギー動向。2026年4月14日改訂系列は白書掲載時点と異なる。,
energy-supply-demand-2024-summary,2024年度エネルギー需給実績（確報）概要,経済産業省・資源エネルギー庁,2024年度・2026-04-14公表,pdf,downloaded,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040391289&fileKind=2,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040391289&fileKind=2,raw/energy/energy-supply-demand-2024-summary.pdf,bd6f33b998aa00897692cec5e90a3906b98935733edbdba0a472742f994f8d7f,2026-09-22T10:03:15.061268+00:00,https://www.enecho.meti.go.jp/about/linksto_thissite/,資源エネルギー庁サイト利用規約は特記がなければPDL1.0。第三者の権利・独自利用条件を別途確認。,エネルギー動向2025年6月版第1章の更新検証に使う原統計,e-Stat公式配布経由で取得。11ページ。白書2025後の統計改訂版。
energy-graphic-page-2,最終エネルギー消費（公式PDF2頁）,経済産業省・資源エネルギー庁,2024年度・2026-04-14公表,png,derived_from_downloaded_pdf,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040391289&fileKind=2,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040391289&fileKind=2,assets/energy/official-final-consumption-p02.png,5e261308ac3d3a04c234af64d8dab1d1b03dfdb3e0094925db8b0346f1c4cf5d,2026-09-22T10:03:15.061268+00:00,https://www.enecho.meti.go.jp/about/linksto_thissite/,資源エネルギー庁サイト利用規約は特記がなければPDL1.0。第三者の権利・独自利用条件を別途確認。,原PDF 2頁,原PDFの2頁全体をpdftoppmでPNG化（長辺1800px）。図表と注記を保持。出典:資源エネルギー庁「2024年度エネルギー需給実績（確報）概要」。Webへの掲載時は画像化したことを明示し、可能ならCSVから再描画する。
energy-graphic-page-6,一次エネルギー国内供給（公式PDF6頁）,経済産業省・資源エネルギー庁,2024年度・2026-04-14公表,png,derived_from_downloaded_pdf,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040391289&fileKind=2,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040391289&fileKind=2,assets/energy/official-primary-supply-06.png,b7ac7d93fb036849bae318280e7060b67744d3373259ed526c8fb02b30c254e7,2026-09-22T10:03:15.061268+00:00,https://www.enecho.meti.go.jp/about/linksto_thissite/,資源エネルギー庁サイト利用規約は特記がなければPDL1.0。第三者の権利・独自利用条件を別途確認。,原PDF 6頁,原PDFの6頁全体をpdftoppmでPNG化（長辺1800px）。図表と注記を保持。出典:資源エネルギー庁「2024年度エネルギー需給実績（確報）概要」。Webへの掲載時は画像化したことを明示し、可能ならCSVから再描画する。
energy-graphic-page-7,効率・自給率・化石依存度（公式PDF7頁）,経済産業省・資源エネルギー庁,2024年度・2026-04-14公表,png,derived_from_downloaded_pdf,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040391289&fileKind=2,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040391289&fileKind=2,assets/energy/official-primary-supply-07.png,e525b15fa48e8e0b3ca15fd8fbd8081a73b95f37dce913035283e44f6ed05f11,2026-09-22T10:03:15.061268+00:00,https://www.enecho.meti.go.jp/about/linksto_thissite/,資源エネルギー庁サイト利用規約は特記がなければPDL1.0。第三者の権利・独自利用条件を別途確認。,原PDF 7頁,原PDFの7頁全体をpdftoppmでPNG化（長辺1800px）。図表と注記を保持。出典:資源エネルギー庁「2024年度エネルギー需給実績（確報）概要」。Webへの掲載時は画像化したことを明示し、可能ならCSVから再描画する。
energy-supply-summary-text,公式PDFテキスト抽出,経済産業省・資源エネルギー庁,2024年度・2026-04-14公表,txt,derived_from_downloaded_pdf,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040391289&fileKind=2,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040391289&fileKind=2,raw/energy/energy-supply-demand-2024-summary.txt,42f2ce5ad56f2672ca7f23a6c870e661931322b01ddb52076cbe3f29e31b2e49,2026-09-22T10:03:15.061268+00:00,https://www.enecho.meti.go.jp/about/linksto_thissite/,資源エネルギー庁サイト利用規約は特記がなければPDL1.0。第三者の権利・独自利用条件を別途確認。,,pdftotext -layout。OCRではない。画像の代替ではなく抽出確認用。
energy-estat-summary-index,総合エネルギー統計 結果概要一覧,経済産業省・資源エネルギー庁,2026-04-14公表,html,downloaded,https://www.e-stat.go.jp/stat-search/files?cycle=7&layout=dataset&page=1&tclass1=000001024836&tclass2val=0&toukei=00551010&tstat=000001024835,https://www.e-stat.go.jp/stat-search/files?cycle=7&layout=dataset&page=1&tclass1=000001024836&tclass2val=0&toukei=00551010&tstat=000001024835,raw/energy/estat-summary-index.html,81c83b47df0b0e177ae789c4ac1c8b2327306624d6f6cf41fba0f133657f69c1,2026-09-22T10:03:15.061268+00:00,https://www.enecho.meti.go.jp/about/linksto_thissite/,資源エネルギー庁サイト利用規約は特記がなければPDL1.0。第三者の権利・独自利用条件を別途確認。,,
energy-whitepaper-index,エネルギー白書一覧,経済産業省・資源エネルギー庁,2025,html,search_index_read_http_403,https://www.enecho.meti.go.jp/about/whitepaper/,https://www.enecho.meti.go.jp/about/whitepaper/,,,2026-09-22T10:03:15.061268+00:00,https://www.enecho.meti.go.jp/about/linksto_thissite/,資源エネルギー庁サイト利用規約は特記がなければPDL1.0。第三者の権利・独自利用条件を別途確認。,,2026-09-22調査で検索取得できた公式一覧は2025版を先頭掲載。2026版の刊行は確認できず。公式サイトへの直接HTTP取得は403で最新性に制限あり。
energy-whitepaper-2025-full,エネルギー白書2025 全体版,経済産業省・資源エネルギー庁,2025,pdf,unavailable_http_403,https://www.enecho.meti.go.jp/about/whitepaper/2025/pdf/whitepaper2025_all.pdf,https://www.enecho.meti.go.jp/about/whitepaper/2025/pdf/whitepaper2025_all.pdf,,,2026-09-22T10:03:15.061268+00:00,https://www.enecho.meti.go.jp/about/linksto_thissite/,資源エネルギー庁サイト利用規約は特記がなければPDL1.0。第三者の権利・独自利用条件を別途確認。,,公式掲載確認済。公開ファイルHTTP取得は403。ローカルPDF原本未取得。
energy-whitepaper-2025-summary,エネルギー白書2025 概要,経済産業省・資源エネルギー庁,2025,pdf,discovered_not_downloaded,https://www.enecho.meti.go.jp/about/whitepaper/2025/pdf/whitepaper2025.pdf,https://www.enecho.meti.go.jp/about/whitepaper/2025/pdf/whitepaper2025.pdf,,,2026-09-22T10:03:15.061268+00:00,https://www.enecho.meti.go.jp/about/linksto_thissite/,資源エネルギー庁サイト利用規約は特記がなければPDL1.0。第三者の権利・独自利用条件を別途確認。,,公式概要PDFの掲載・検索本文を確認。ローカル原本未取得。METI側同概要配布URLはHTTP403。
energy-whitepaper-2025-gxchapter,エネルギー白書2025 第1部第2章,経済産業省・資源エネルギー庁,2025,pdf,search_index_read_not_downloaded,https://www.enecho.meti.go.jp/about/whitepaper/2025/pdf/1_2.pdf,https://www.enecho.meti.go.jp/about/whitepaper/2025/pdf/1_2.pdf,,,2026-09-22T10:03:15.061268+00:00,https://www.enecho.meti.go.jp/about/linksto_thissite/,資源エネルギー庁サイト利用規約は特記がなければPDL1.0。第三者の権利・独自利用条件を別途確認。,,GX、産業政策、技術開発の章。原本未取得。
energy-trends-202506,エネルギー動向2025年6月版 全体版,経済産業省・資源エネルギー庁,2025,pdf,discovered_not_downloaded,https://www.enecho.meti.go.jp/about/energytrends/202506/pdf/energytrends_all.pdf,https://www.enecho.meti.go.jp/about/energytrends/202506/pdf/energytrends_all.pdf,,,2026-09-22T10:03:15.061268+00:00,https://www.enecho.meti.go.jp/about/linksto_thissite/,資源エネルギー庁サイト利用規約は特記がなければPDL1.0。第三者の権利・独自利用条件を別途確認。,,2025年から白書とは別掲載となった統計中心資料。原本未取得。
energy-trends-demand,エネルギー動向 第1章第1節 エネルギー需給の概要,経済産業省・資源エネルギー庁,2025,html,search_index_read_http_403,https://www.enecho.meti.go.jp/about/energytrends/202506/html/s-1-1.html,https://www.enecho.meti.go.jp/about/energytrends/202506/html/s-1-1.html,,,2026-09-22T10:03:15.061268+00:00,https://www.enecho.meti.go.jp/about/linksto_thissite/,資源エネルギー庁サイト利用規約は特記がなければPDL1.0。第三者の権利・独自利用条件を別途確認。,,図11-1-1ほか図表Excelリンクを公式検索本文で確認。個別Excelの取得未了。図11-4-1の1989年度以前はIEA由来、1990年度以降は総合エネルギー統計。
energy-total-series,総合エネルギー統計 時系列表・低位発熱量版IEA準拠表,経済産業省・資源エネルギー庁,2025,html,search_index_read_http_403,https://www.enecho.meti.go.jp/statistics/total_energy/results.html,https://www.enecho.meti.go.jp/statistics/total_energy/results.html,,,2026-09-22T10:03:15.061268+00:00,https://www.enecho.meti.go.jp/about/linksto_thissite/,資源エネルギー庁サイト利用規約は特記がなければPDL1.0。第三者の権利・独自利用条件を別途確認。,,2026-04-14公表の時系列表211KBと低位発熱量版IEA準拠表362KBの存在を確認。直接配布ファイル未取得。今回保存はe-Stat年次表。
energy-policy-s3e,白書2025 第2部はじめに 日本のエネルギー政策,経済産業省・資源エネルギー庁,2025,html,search_index_read_not_downloaded,https://www.enecho.meti.go.jp/about/whitepaper/2025/html/2-0-0.html,https://www.enecho.meti.go.jp/about/whitepaper/2025/html/2-0-0.html,,,2026-09-22T10:03:15.061268+00:00,https://www.enecho.meti.go.jp/about/linksto_thissite/,資源エネルギー庁サイト利用規約は特記がなければPDL1.0。第三者の権利・独自利用条件を別途確認。,,S+3E、省エネ、再エネ・原子力、エネルギー安定供給と成長と脱炭素。
energy-policy-fukushima,白書2025 第1部第1章 福島復興の進捗,経済産業省・資源エネルギー庁,2025,html,search_index_read_not_downloaded,https://www.enecho.meti.go.jp/about/whitepaper/2025/html/1-1-0.html,https://www.enecho.meti.go.jp/about/whitepaper/2025/html/1-1-0.html,,,2026-09-22T10:03:15.061268+00:00,https://www.enecho.meti.go.jp/about/linksto_thissite/,資源エネルギー庁サイト利用規約は特記がなければPDL1.0。第三者の権利・独自利用条件を別途確認。,,福島復興、廃炉・被災者支援・新エネ社会構想。
energy-policy-innovation,白書2025 第1部第2章第3節 次世代エネルギー革新技術,経済産業省・資源エネルギー庁,2025,html,search_index_read_not_downloaded,https://www.enecho.meti.go.jp/about/whitepaper/2025/html/1-2-3.html,https://www.enecho.meti.go.jp/about/whitepaper/2025/html/1-2-3.html,,,2026-09-22T10:03:15.061268+00:00,https://www.enecho.meti.go.jp/about/linksto_thissite/,資源エネルギー庁サイト利用規約は特記がなければPDL1.0。第三者の権利・独自利用条件を別途確認。,,光電融合、ペロブスカイト、浮体式洋上風力、次世代地熱、次世代革新炉、水素等。
energy-rights,資源エネルギー庁 サイト利用規約,経済産業省・資源エネルギー庁,2025,html,search_index_read_not_downloaded,https://www.enecho.meti.go.jp/about/linksto_thissite/,https://www.enecho.meti.go.jp/about/linksto_thissite/,,,2026-09-22T10:03:15.061268+00:00,https://www.enecho.meti.go.jp/about/linksto_thissite/,資源エネルギー庁サイト利用規約は特記がなければPDL1.0。第三者の権利・独自利用条件を別途確認。,,PDL1.0と第三者権利に関する規約を確認。
energy-rights-thirdparty,資源エネルギー庁 法的事項,経済産業省・資源エネルギー庁,2025,html,search_index_read_not_downloaded,https://www.enecho.meti.go.jp/about/linksto_thissite/001/,https://www.enecho.meti.go.jp/about/linksto_thissite/001/,,,2026-09-22T10:03:15.061268+00:00,https://www.enecho.meti.go.jp/about/linksto_thissite/,資源エネルギー庁サイト利用規約は特記がなければPDL1.0。第三者の権利・独自利用条件を別途確認。,,IEAや企業の出典がある図表・写真に政府共通ライセンスを一律適用しない。
energy-processed-energy-annual-csv,エネルギー年度統計 正規化データ,経済産業省・資源エネルギー庁,2024年度・2026-04-14改訂,csv,derived_from_downloaded_source,https://www.enecho.meti.go.jp/statistics/total_energy/results.html,https://www.enecho.meti.go.jp/statistics/total_energy/results.html,processed/energy-annual.csv,6ae9a44564dfc2a8dd93e17c98e9f39ef0d5828e61ec0174f0363c48026a2a76,2026-09-22T10:03:15.061268+00:00,https://www.enecho.meti.go.jp/about/linksto_thissite/,資源エネルギー庁サイト利用規約は特記がなければPDL1.0。第三者の権利・独自利用条件を別途確認。,,35年度×20系列=700行。原ファイル、シート、セル、単位変換を各行に保持。
energy-processed-energy-annual-json,エネルギー年度統計 正規化JSON,経済産業省・資源エネルギー庁,2024年度・2026-04-14改訂,json,derived_from_downloaded_source,https://www.enecho.meti.go.jp/statistics/total_energy/results.html,https://www.enecho.meti.go.jp/statistics/total_energy/results.html,processed/energy-annual.json,7b7cc3d941f09ded57ea946d518b0a2c0306a1386f6252013ff6b99e9cb159f9,2026-09-22T10:03:15.061268+00:00,https://www.enecho.meti.go.jp/about/linksto_thissite/,資源エネルギー庁サイト利用規約は特記がなければPDL1.0。第三者の権利・独自利用条件を別途確認。,,CSVと同じ700行。
energy-processed-energy-self-sufficiency-published-csv,IEAベース自給率 公表値抽出,経済産業省・資源エネルギー庁,2024年度・2026-04-14改訂,csv,derived_from_downloaded_source,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040391289&fileKind=2,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040391289&fileKind=2,processed/energy-self-sufficiency-published.csv,72ebd0ebd0bd0416d9fe39c1fc130e0d5fd0eaeaef22d25fc6fecadbd4452909,2026-09-22T10:03:15.061268+00:00,https://www.enecho.meti.go.jp/about/linksto_thissite/,資源エネルギー庁サイト利用規約は特記がなければPDL1.0。第三者の権利・独自利用条件を別途確認。,,2010〜2024年度15行。PDF7頁の公表丸め値から抽出。元Excelからの自給率再計算は未実施。
energy-processed-energy-validation-json,正規化検証結果と定義上の注意,経済産業省・資源エネルギー庁,2024年度・2026-04-14改訂,json,derived_from_downloaded_source,https://www.enecho.meti.go.jp/statistics/total_energy/results.html,https://www.enecho.meti.go.jp/statistics/total_energy/results.html,processed/energy-validation.json,0175f59416190a96e41facbea19ffe5e75060a297dcd55067655aa7b77d30044,2026-09-22T10:03:15.061268+00:00,https://www.enecho.meti.go.jp/about/linksto_thissite/,資源エネルギー庁サイト利用規約は特記がなければPDL1.0。第三者の権利・独自利用条件を別途確認。,,表内年度、行コード、単位、構成要素の和を検証。
mono-2026-overview,2026年版ものづくり白書 概要（衆議院提出版）,経済産業省・厚生労働省・文部科学省／衆議院掲載,2026,pdf,acquired,https://www.meti.go.jp/report/whitepaper/mono/2026/index.html,https://www.shugiin.go.jp/internet/itdb_gian.nsf/html/gian/gian_hokoku/20260529monogaiyo.pdf/%24File/20260529monogaiyo.pdf,raw/industry-sme/mono-2026-overview.pdf,29bc3e271d1c8cfc1ada08a18867d3bc7cfd89a715e1f19258d5828821e72c85,2026-09-22T09:54:39.203732+00:00,https://www.shugiin.go.jp/internet/itdb_annai.nsf/html/statics/link.html,調査参照用。掲載元の一般規約は画像利用や改変に条件がある。公開サイトで画像を再利用する前に原著作者・個別図版の権利を確認。数値は原統計から再描画する。,第1部 第1–4章。概要本文p.1–34（PDF物理p.3–36）,2026-05-29閣議決定。経産省直接URLはHTTP403のため衆議院の公開提出版を取得。全36ページ（先頭空白・表紙を含む）。正文全体ではない。
mono-2026-mhlw-overview,2026年版ものづくり白書 概要 厚生労働省担当パート,厚生労働省,2026,pdf,acquired,https://www.mhlw.go.jp/stf/houdou/newpage_00229.html,https://www.mhlw.go.jp/content/11801500/001704747.pdf,raw/industry-sme/mono-2026-overview-mhlw.pdf,b928dbd66c26763d5bccad3fcad458e99fc7737f5d3cf523622e510c68af89aa,2026-09-22T09:54:38.240023+00:00,https://www.mhlw.go.jp/chosakuken/index.html,厚労省はPDL1.0。出典・加工表示、第三者図版やロゴ等の別条件を確認。,第1部第2章、第2部第2章,共同執筆省の掲載版。経産省単独の主張と扱わない。
mono-2026-mhlw-release,2026年版ものづくり白書の閣議決定発表（厚労省）,厚生労働省,2026,html,acquired,https://www.mhlw.go.jp/stf/houdou/newpage_00229.html,https://www.mhlw.go.jp/stf/houdou/newpage_00229.html,raw/industry-sme/mhlw-mono-2026-index.html,fd5131ae445113fbb47950e340747d8ef7de08d5252f3f8bdfda8f7a7db452e3,2026-09-22T09:53:53.853221+00:00,https://www.mhlw.go.jp/chosakuken/index.html,出典・加工表示。,本文p.29図211-4、p.30図212-1、p.52図231-1、p.57図232-2、p.59図233-2,正文頁・図番号は本発表で照合。本文全冊は未取得。
sme-small-2026-overview,2026年版中小企業白書及び小規模企業白書について（国会提出概要）,中小企業庁調査室／衆議院掲載,2026,pdf,acquired,https://www.shugiin.go.jp/internet/itdb_gian.nsf/html/gian/gian_hokoku/list.html,https://www.shugiin.go.jp/internet/itdb_gian.nsf/html/gian/gian_hokoku/20260424kigyogaiyo.pdf/%24File/20260424kigyogaiyo.pdf,raw/industry-sme/sme-small-2026-overview-parliament.pdf,5e5b4e01406d62b59b2ea41c89bdcf71e5c4c950ee71809a72dcac4137e6c7a8,2026-09-22T09:55:35.201974+00:00,https://www.shugiin.go.jp/internet/itdb_annai.nsf/html/statics/link.html,調査参照用。掲載元の転載・画像・改変条件を確認。,概要(1)令和7年度動向、(2)既往施策、(3)令和8年度施策,2026-04-24閣議決定。PDF全2ページ、1ページ目空白。詳細図表を含まない。
